study_id,MAT,MAP (mm),_Whole-day,Facility,Facility-1,Experimental duration (month),Other treatments,Expeimental type,Latitude,Plant part-1,Plant part-2,mean_ctrl,mean_trt,SD_ctrl,SD_trt,N_ctrl,N_trt,Unit,Response ratio,Variance of response ratio,species,PFT-1,PFT-2,PFT-3,PFT-4
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,17.5,2.4,41.57,4.53,12,8,g,-1.99,0.91,Arctostaphylous alpina,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,76.1,29.2,35.68,16.4,12,8,g,-0.96,0.06,Dryas integrifolia,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,21.1,6,49.88,10.18,12,8,g,-1.26,0.83,other deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,18.5,31.2,32.91,43.56,12,8,g,0.52,0.51,Salix reticulata,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,146.7,81.1,25.63,69.28,12,12,g,-0.59,0.06,total of all deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,13.5,3.6,29.79,10.18,12,8,g,-1.32,1.41,Vaccinium uliginosum,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,33.4,69.6,39.84,14.9,12,12,g,0.73,0.12,above of all deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,belowground,,109.4,140.3,150,119.51,12,12,g,0.25,0.22,below of all deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,12.9,82.8,25.29,15.56,12,8,g,1.86,0.32,Arctostaphylous alpina,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,77.5,88.6,63.39,15.84,12,8,g,0.13,0.06,Dryas integrifolia,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,40.4,8.2,139.95,23.19,12,8,g,-1.59,2,other deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,14.9,35.1,24.25,87.96,12,8,g,0.86,1.01,Salix reticulata,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,142.9,209.9,185.33,104.62,12,12,g,0.38,0.16,total of all deciduous shrubs,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,1.2,1.2,2.77,3.39,12,8,g,0,1.44,Vaccinium uliginosum,seed plant,woody,shrub,deciduous-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,91.8,14.8,122.28,18.01,12,12,g,-1.83,0.27,above of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,belowground,,53.7,20.3,71.71,22.17,12,12,g,-0.97,0.25,below of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,141.6,35.1,197.11,32.24,12,8,g,-1.39,0.27,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,3.9,0,3.12,0,12,8,g,-8.27,1.03,other evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,145.5,35.1,193.99,29.44,12,12,g,-1.42,0.21,total of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,63.2,30.5,78.29,45.03,12,12,g,-0.73,0.31,above of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,belowground,,51.6,19.4,76.56,28.41,12,12,g,-0.98,0.36,below of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,109.9,46.8,164.2,68.45,12,8,g,-0.85,0.45,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,0.4,3,1.39,8.49,12,8,g,2.01,2,other evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,114.8,50,154.5,73.44,12,12,g,-0.83,0.33,total of all evergreen shrubs,seed plant,woody,shrub,evergreen-shrub
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,175.1,142.8,158.66,93.53,12,12,g,-0.2,0.1,above of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,belowground,,85.8,105.4,83.14,39.84,12,12,g,0.21,0.09,below of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,32.9,20.3,21.13,23.9,12,12,g,-0.48,0.15,all forbs,seed plant,herbaceous,forb,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,113.2,179.1,355.42,46.39,12,8,g,0.46,0.83,Carex bigelowii,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,87.8,22.3,217.89,29.7,12,8,g,-1.37,0.73,Eriophorum vaginatum,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,59.8,46.8,58.2,62.51,12,8,g,-0.25,0.3,other Graminoid,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,260.9,248.2,233.13,111.2,12,12,g,-0.05,0.08,total of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,98.8,21.2,100.11,23.56,12,12,g,-1.54,0.19,green parts of all mosses,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,aboveground,,23.9,4.5,14.2,5.89,12,12,g,-1.67,0.17,live parts of all lichens,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,56,5.3,32.91,5.66,12,8,g,-2.36,0.17,other mosses,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,42.8,15.9,69.28,8.49,12,8,g,-0.99,0.25,Tomenthypnum nitens,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,475.2,213.9,45.38,95.61,12,12,g,-0.8,0.02,,,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,F,field,68.63,total,,708.7,410.4,137.52,114.66,12,12,g,-0.55,0.01,,,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,88.2,82.8,55.43,2.77,12,12,g,-0.06,0.03,above of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,belowground,,65.3,54.7,42.26,30.83,12,12,g,-0.18,0.06,below of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,12.1,12.8,7.62,3.46,12,12,g,0.06,0.04,all forbs,seed plant,herbaceous,forb,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,24.8,30.6,27.37,41.58,12,8,g,0.21,0.33,Carex bigelowii,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,111,82.6,63.74,49.5,12,8,g,-0.3,0.07,Eriophorum vaginatum,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,17.7,24.2,15.93,19.23,12,8,g,0.31,0.15,other Graminoid,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,153.5,137.5,96.99,33.26,12,12,g,-0.11,0.04,total of all graminoids,seed plant,herbaceous,grass,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,164.8,137.8,94.92,55.08,12,12,g,-0.18,0.04,green parts of all mosses,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,aboveground,,53,10.8,34.64,2.77,12,12,g,-1.59,0.04,live parts of all lichens,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,121.8,67.6,42.26,19.52,12,8,g,-0.59,0.02,other mosses,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,43,70.2,87.3,64.49,12,8,g,0.49,0.45,Tomenthypnum nitens,spore plant,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,408.1,337.6,116.39,118.82,12,12,g,-0.19,0.02,,,,,
Gough & Hobbie 2003,-8.7,320,5,Greenhouse,Greenhouse,27,,field,68.63,total,,641.1,558.6,261.54,58.2,12,12,g,-0.14,0.01,,,,,
Grime et al. 2008,8,1292,3,Heat-cable,Free-air,66,drought,field,55.3,aboveground,,252.37,282.65,110.04,205.97,5,5,g/m2,0.11,0.14,,,,,
Grime et al. 2008,8,1292,3,Heat-cable,Free-air,66,,field,55.3,aboveground,,364.67,363.41,197.51,217.26,5,5,g/m2,0,0.13,,,,,
Grime et al. 2008,8,1292,3,Heat-cable,Free-air,66,,field,55.3,aboveground,,379.81,344.48,138.26,84.65,5,5,g/m2,-0.1,0.04,,,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,1303,1242,636.4,240.42,8,8,g/m2,-0.05,0.03,mosses in inter-tussock areas,spore plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,544,103,432.75,98.99,8,8,g/m2,-1.66,0.19,mosses in tussock areas,spore plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,43,42,28.28,33.94,8,8,g/m2,-0.02,0.14,vascalar plant leaves in inter-tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,157,245,53.74,118.79,8,8,g/m2,0.45,0.04,vascalar plant leaves in tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,80,129,33.94,115.97,8,8,g/m2,0.48,0.12,vascalar plant stems in inter-tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,aboveground,,110,179,59.4,70.71,8,8,g/m2,0.49,0.06,vascalar plant stems in tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,belowground,,509,1052,435,933,9,9,g/m2,0.73,0.17,vascalar plant rhizomes in inter-tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,belowground,,624,429,468,390,9,9,g/m2,-0.37,0.15,vascalar plant rhizomes in tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,belowground,,682,527,423,429,9,9,g/m2,-0.26,0.12,vascalar plant roots in inter-tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,belowground,,325,208,261,102,9,9,g/m2,-0.45,0.1,vascalar plant roots in tussock areas,seed plant,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,total,,2523,2990,1117.23,1170.97,8,8,g/m2,0.17,0.04,,,,,
Grogan & Chapin 2000,-8.7,320,3,Greenhouse,Greenhouse,2,,field,68.63,total,,1760,1165,825.9,424.26,8,8,g/m2,-0.41,0.04,,,,,
Gugerli & Bauert 2001,4.8,1100,0.8,OTC,OTC,8,,field,46.48,aboveground,reproductive,0,0,0,0,40,40,g,0,0.01,Polygonum viviparum,seed plant,herbaceous,forb,non-leguminous
Gugerli & Bauert 2001,4.8,1100,1,OTC,OTC,4,,field,46.48,aboveground,reproductive,0,0,0,0,40,40,g,0,0.01,Polygonum viviparum,seed plant,herbaceous,forb,non-leguminous
Gugerli & Bauert 2001,4.8,1100,1.3,OTC,OTC,12,,field,46.48,aboveground,reproductive,0,0,0,0,40,40,g,0.11,0,Polygonum viviparum,seed plant,herbaceous,forb,non-leguminous
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.2,,pot  ,,aboveground,shoot,1,1.24,0.44,0.36,5,5,g,0.21,0.06,Bellis perennis,seed plant,herbaceous,forb,non-leguminous
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.2,,pot  ,,belowground,root,0.44,0.76,0.14,0.14,5,5,g,0.54,0.03,Bellis perennis,seed plant,herbaceous,forb,non-leguminous
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.2,,pot  ,,total,,1.45,2,0.56,0.47,5,5,g,0.32,0.04,Bellis perennis,seed plant,herbaceous,forb,non-leguminous
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,0.8,,pot  ,,aboveground,shoot,0.24,0.37,0.11,0.19,5,5,g,0.45,0.1,Dactylis glomerata cv. Sylvan,seed plant,herbaceous,grass,
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.1,,pot  ,,aboveground,shoot,0.07,0.23,0.03,0.13,5,5,g,1.2,0.09,Poa annaua,seed plant,herbaceous,grass,
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,0.8,,pot  ,,belowground,root,0.17,0.25,0.08,0.1,5,5,g,0.36,0.07,Dactylis glomerata cv. Sylvan,seed plant,herbaceous,grass,
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.1,,pot  ,,belowground,root,0.03,0.12,0.01,0.03,5,5,g,1.28,0.03,Poa annaua,seed plant,herbaceous,grass,
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,0.8,,pot  ,,total,,0.41,0.62,0.19,0.28,5,5,g,0.41,0.08,Dactylis glomerata cv. Sylvan,seed plant,herbaceous,grass,
Gunn & Farrar 1999,,,4,Environment-controlled-chamber,Chamber,1.1,,pot  ,,total,,0.1,0.35,0.03,0.16,5,5,g,1.22,0.06,Poa annaua,seed plant,herbaceous,grass,
Gunnarsson et al. 2004,1.2,520,3.6,Greenhouse,Greenhouse,16,F,field,64.18,total,,71.43,32.37,15.34,5.75,21,21,g/(m2*yr),-0.79,0,Sphagnum balticum,spore plant,,,
Gunnarsson et al. 2004,1.2,520,3.6,Greenhouse,Greenhouse,16,F,field,64.18,total,,81.75,58.87,60.73,26.21,21,21,g/(m2*yr),-0.33,0.04,Sphagnum balticum,spore plant,,,
Gunnarsson et al. 2004,1.2,520,3.6,Greenhouse,Greenhouse,16,F,field,64.18,total,,100.73,80.08,31.33,120.83,21,21,g/(m2*yr),-0.23,0.11,Sphagnum balticum,spore plant,,,
Gunnarsson et al. 2004,1.2,520,3.6,Greenhouse,Greenhouse,16,,field,64.18,total,,114.68,85.66,27.49,100.37,21,21,g/(m2*yr),-0.29,0.07,Sphagnum balticum,spore plant,,,
He & Dong 2003,,,0.5,Greenhouse,Greenhouse,3,,pot,,total,,17.73,17.24,2.3,2.21,5,5,g,-0.03,0.01,Salix matsudana,seed plant,woody,shrub,deciduous-shrub
He & Dong 2003,,,1,Greenhouse,Greenhouse,3,,pot,,total,,17.73,12.23,2.3,2.17,5,5,g,-0.37,0.01,Salix matsudana,seed plant,woody,shrub,deciduous-shrub
He et al. 2005,,,3,Environment-controlled-chamber,Chamber,4,CO2,pot,,aboveground,reproductive,3.69,6.1,1.76,1.66,8,8,g,0.5,0.04,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,3,Environment-controlled-chamber,Chamber,4,CO2,pot,,total,,19.02,19.28,8.23,6.36,8,8,g,0.01,0.04,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,4,Environment-controlled-chamber,Chamber,4,CO2,pot,,aboveground,reproductive,3.69,6.21,1.76,1.76,8,8,g,0.52,0.04,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,4,Environment-controlled-chamber,Chamber,4,CO2,pot,,total,,19.02,19.41,8.23,7.47,8,8,g,0.02,0.04,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,3,Environment-controlled-chamber,Chamber,4,,pot,,aboveground,reproductive,3.62,4.76,1.66,2.24,8,8,g,0.27,0.05,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,3,Environment-controlled-chamber,Chamber,4,,pot,,total,,9.77,9.38,7.47,7.11,8,8,g,-0.04,0.14,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,4,Environment-controlled-chamber,Chamber,4,,pot,,aboveground,reproductive,3.62,5.86,1.66,2.34,8,8,g,0.48,0.05,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
He et al. 2005,,,4,Environment-controlled-chamber,Chamber,4,,pot,,total,,9.77,11.89,7.47,8.22,8,8,g,0.2,0.13,Phytolacca americana,seed plant,herbaceous,forb,non-leguminous
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,52.8,99.7,34.47,57.55,10,10,g/m2,0.64,0.08,Betula nana,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,6.8,5,10.12,8.85,10,10,g/m2,-0.31,0.54,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,10,3.8,17.08,9.17,10,10,g/m2,-0.97,0.87,Vaccinium uliginosum,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,91.4,65.7,35.73,32.26,10,10,g/m2,-0.33,0.04,Vaccinium vitis idaea,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,217.6,333.4,308.32,413.31,10,10,g/m2,0.43,0.35,Betula nana,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,21,22.2,35.42,34.15,10,10,g/m2,0.06,0.52,Rubus chamaemorus,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,0.4,0,1.26,0,10,10,g/m2,-5.99,2.02,Vaccinium uliginosum,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,174.7,174.6,84.12,97.4,10,10,g/m2,0,0.05,Vaccinium vitis idaea,seed plant,woody,shrub,deciduous-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,2.4,1,6.96,2.85,10,10,g/m2,-0.88,1.65,Andromeda polifolia,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,29.1,18.3,40.48,15.81,10,10,g/m2,-0.46,0.27,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,8.4,10,16.44,13.6,10,10,g/m2,0.17,0.57,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,61.6,73.6,37,43.01,10,10,g/m2,0.18,0.07,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,0,0,0,0,10,10,g/m2,0,2.05,Andromeda polifolia,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,45.6,17.2,129.65,23.72,10,10,g/m2,-0.98,1,Cassiope tetragona,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,0,3.9,0,12.33,10,10,g/m2,8.27,2.02,Empetrum nigrum,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,299.4,309.6,124.91,239.7,10,10,g/m2,0.03,0.08,Ledum palustre,seed plant,woody,shrub,evergreen-shrub
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,2.2,1.6,3.16,1.58,10,10,g/m2,-0.32,0.3,Pedicularis spp.,seed plant,herbaceous,forb,non-leguminous
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,1.2,2.4,1.26,2.85,10,10,g/m2,0.69,0.25,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,2.9,7.8,8.54,12.65,10,10,g/m2,0.99,1.13,Pedicularis spp.,seed plant,herbaceous,forb,non-leguminous
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,8.9,14.9,19.61,27.2,10,10,g/m2,0.52,0.82,Polygonum bistorta,seed plant,herbaceous,forb,non-leguminous
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,5,14.6,5.69,16.13,10,10,g/m2,1.07,0.25,Carex bigelowii,seed plant,herbaceous,grass,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,47.1,30.3,58.19,20.87,10,10,g/m2,-0.44,0.2,Eriophorum vaginatum,seed plant,herbaceous,grass,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,115.4,271.7,134.4,409.2,10,10,g/m2,0.86,0.36,Carex bigelowii,seed plant,herbaceous,grass,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,218.8,57.2,345.95,71.15,10,10,g/m2,-1.34,0.4,Eriophorum vaginatum,seed plant,herbaceous,grass,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,60.2,64.5,43.64,31.31,10,10,g/m2,0.07,0.08,Aulacomnium turgidum,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,101.1,66.6,132.18,60.08,10,10,g/m2,-0.42,0.25,Dicranum spp.,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,4.1,0.6,7.27,1.26,10,10,g/m2,-1.92,0.76,Pleurozium schreberi,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,2,7.5,3.16,14.23,10,10,g/m2,1.32,0.61,Polytrichum spp.,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,1.4,0.3,2.85,0.95,10,10,g/m2,-1.54,1.41,Ptilium crista-castrensis,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,94.1,148.9,124.28,140.72,10,10,g/m2,0.46,0.26,Sphagnum spp.,spore plant,,,
Hobbie & Chapin 1998,-7,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,total,,2.1,1.7,4.74,3.48,10,10,g/m2,-0.21,0.93,Tomenthypnum nitens,spore plant,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,320.5,326.6,95.46,113.28,18,18,g/m2,0.02,0.01,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,leaf,107.8,109.5,79.34,40.31,18,18,g/m2,0.02,0.04,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,stem,15.4,19.6,9.76,11.03,18,18,g/m2,0.24,0.04,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,,408.5,385.7,227.83,175.65,18,18,g/m2,-0.06,0.03,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,leaf,69.7,61.8,31.82,34.79,18,18,g/m2,-0.12,0.03,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,stem,124.7,132.4,67.88,56.43,18,18,g/m2,0.06,0.03,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,aboveground,reproductive,2.9,3.3,2.97,3.39,18,18,g/m2,0.13,0.12,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,1116.9,1214,690.28,616.03,18,18,g/m2,0.08,0.04,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,103.7,45.7,247.35,83.16,18,18,g/m2,-0.82,0.5,,,,,
Hobbie & Chapin 1998,-0.6,320,4.4,Greenhouse,Greenhouse,40,,field,68.63,belowground,,710.4,752.8,557.91,402.63,18,18,g/m2,0.06,0.05,,,,,
